0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0
5.0,8.0,0.0,0.0,0.0,0.0,1.0,5.0,16.0,26.0,0.0,0.0,0.84,0.82,0.0,0.0,0
0.0,12.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.79,0.0,1.0,0
3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,1.0,0
6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.78,0.0,1.0,0
311.0,16.0,27.0,0.0,216.0,432.0,80.0,282.0,550.0,759.0,93.0,0.0,0.79,0.62,0.0,1.0,0
2.0,8.0,0.0,25.0,41.0,53.0,7.0,14.0,23.0,25.0,0.0,0.0,0.51,0.31,0.0,1.0,0
0.0,2.0,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.8,0.0,0.0,0
154.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0
1.0,8.0,0.0,10.0,10.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,0.99,0.96,0.0,1.0,0
6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.9,0.0,1.0,0
13.0,2.0,0.0,20.0,40.0,40.0,3.0,12.0,29.0,46.0,4.0,0.0,0.99,0.99,0.0,1.0,0
16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.86,0.0,1.0,0
5.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.89,0.89,0.0,1.0,0
138.0,6.0,59.0,236.0,381.0,556.0,56.0,200.0,384.0,575.0,50.0,0.0,0.78,0.78,0.0,0.0,0
10.0,2.0,0.0,0.0,10.0,15.0,0.0,1.0,6.0,16.0,0.0,0.0,0.79,0.87,0.0,1.0,0
7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24,0.14,0.0,1.0,0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0
985.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.77,0.0,0.0,0
129.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.5,0.46,0.0,1.0,0
33.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,2.0,0.0,0.77,0.85,0.0,1.0,0
